e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0021426 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041178 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0030081 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041850 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0022175 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0033203 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019115 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002730 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0032067 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019665 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0031494 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0015004 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0022078 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0036862 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041470 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0033449 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002883 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019147 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0023236 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0028028 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0027471 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0033043 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0023227 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0034155 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002291 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0008589 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0039796 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0014844 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0039656 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0008489 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0044482 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0048556 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005590 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0028767 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0023086 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0034825 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0043806 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0047456 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0039840 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019956 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0033711 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0033563 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0048943 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0046200 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0007932 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041218 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019218 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0049337 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0038060 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0034519 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005452 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0020756 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0039301 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0022572 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0034871 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0006524 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0049473 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0050492 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0020353 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0030933 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000666 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002369 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019662 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0011302 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0032554 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0007353 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0024759 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0035158 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0031163 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0014861 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0046644 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0006582 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005342 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0033986 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0034917 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0043330 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0006486 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0028423 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0045857 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0016346 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0028242 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0017480 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0032020 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0042407 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0043549 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0007185 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0009621 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0044092 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0010904 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0014018 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0047615 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0016309 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0009090 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0049004 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0023726 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041112 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0038641 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0048463 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0035225 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019594 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0045921 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0009249 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0008041 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0033388 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0030433 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0020189 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0035298 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0001041 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0017885 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0015984 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0039750 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041894 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0012609 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0023559 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0025359 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0013103 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0043342 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0001380 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0043339 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0025382 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002604 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0046500 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041642 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0039484 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0042381 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0032000 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0024723 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0003783 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0023993 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0008667 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0050760 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0049275 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0009583 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0042896 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002331 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002730 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002331 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000132 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0040746 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0029544 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0050174 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0016084 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005149 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000132 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000732 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0031116 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000732 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0049273 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000732 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0034871 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000732 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000132 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000732 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019662 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000732 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0020189 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000732 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0011302 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000732 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0032554 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000732 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041178 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000732 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0022175 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000732 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0045857 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000732 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002291 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000732 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0035158 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000732 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005497 Temporal_Order
