t # 0
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000621 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0001292 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0014720 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0018065 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030358 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044228 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0049107 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0021990 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0046292 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0042669 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0027865 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000034 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044540 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0041164 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000984 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0039773 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0026718 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0025361 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044425 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0007708 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030266 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0037309 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0004630 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0038875 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030686 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0016721 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0023931 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044163 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000255 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0010808 Movement.Transportation.Evacuation
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0002019 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0048258 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0041813 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044089 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0034164 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0036971 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0017516 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0042518 Justice.TrialHearing.Unspecified
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0030056 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0017249 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0029251 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0009480 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0050005 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0038600 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0038627 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0014009 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0018869 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0007500 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0046173 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0018741 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0026819 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0021430 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0035943 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0010975 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0007650 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0009373 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0024647 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0016591 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0043846 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0004111 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0040235 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0013353 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0004997 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0009753 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0033571 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0011807 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0048675 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0047382 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0022667 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0039380 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0010107 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0011931 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000038 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0032493 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0041435 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0006574 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0011472 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0005530 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0011472 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0033578 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0011472 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0013353 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0030357 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0030357 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0006326 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0035482 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0026415 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0023286 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0026415 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0029251 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0045176 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000297 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0045176 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0045176 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0010682 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0039198 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0040673 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0039475 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0039475 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0038378 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000565 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0008699 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000565 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0033900 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000565 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0001349 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000565 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0017775 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000565 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0031196 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000565 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0047868 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000565 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0002889 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000565 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0024647 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000565 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0027446 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000565 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0006259 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000565 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0014084 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0008450 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000297 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0008450 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0045603 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0001797 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0006681 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0006410 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0004328 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0014725 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0006574 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0035096 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0005911 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0023509 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0046643 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0023509 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0039868 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0023509 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0046036 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0014526 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0030772 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0014526 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0033738 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0010851 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000814 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0010851 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0037150 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0018092 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0037150 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0025558 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0037150 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0020431 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0004770 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0006409 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0018941 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0006409 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0021589 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0013212 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0027590 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0040451 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0040451 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0044119 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0040451 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0016249 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0031836 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0010310 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0031836 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0008704 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0012605 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0044149 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0012605 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0045172 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0012605 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0006955 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0014673 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0014673 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0021442 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0044403 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0025203 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0025769 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0025769 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0002063 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0016286 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0016286 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0024023 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0010037 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0021067 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0015134 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0015134 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0034335 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0015134 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0004622 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0015134 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0003815 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0015134 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0004168 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0015134 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0042414 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0015134 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0010635 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0015134 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0050304 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0013472 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0033838 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0013472 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0040481 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0029253 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0007342 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0046931 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000814 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0046931 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0007660 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0007660 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0036027 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0038930 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0045924 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0016268 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0030371 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0030713 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000206 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0030713 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0006607 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0010651 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000206 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0041846 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0041846 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0044340 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0041846 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0015531 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0041846 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0002903 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0041846 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0005542 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0041846 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000297 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0041846 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0026706 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0023034 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0008325 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0023034 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0041126 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0001487 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0001487 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0009989 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0001487 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0049493 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0001487 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0026545 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0024851 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0020719 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0042479 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0041619 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0042479 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0006955 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0031652 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000297 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0031652 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0021903 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0017236 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0010107 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0017236 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0044564 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0046473 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0030598 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0030598 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0029805 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0026475 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0002015 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0030056 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0035665 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0009480 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0050005 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0019442 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0038600 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0043516 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0038600 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000206 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0038600 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0042826 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0038600 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0038600 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0039848 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0018869 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0004148 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0018869 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000206 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0007500 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0005847 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0007500 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0001285 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0007500 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0019281 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0046173 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0017249 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0026819 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000104 Temporal_Order
e caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0021430 caci:Schemas/Instantiated/cluster_32/Steps/EN_Event_0000206 Temporal_Order
